# Reviews By User,User URL,State,Username,Country,Date Review Given,Invited,Review URL,Review Title,Review Body,Date of Experience,Rating,Company,Unfair
4,https://www.trustpilot.com/users/61c0649826642c0012c88194,CU,customer,GB,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/63823cfbb84cc27618f7c5fd,Picked up from the train station as…,"picked up from the train station as soon as i’d requested on the app!
felt safe as i knew what the drivers name was and what car it was.",2022-11-24,5,Uber,
1,https://www.trustpilot.com/users/638227468ce57b0013d73a92,SM,Suresh Munilall,ZA,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/63822747b84cc27618f7b17e,Firstly your driver canceled as the…,"firstly your driver canceled as the trip was too short , secondly i waited for 1 hour and was told no driver.  bad service.  your uber drivers are choosing their trips which is unacceptable.",2022-11-24,1,Uber,
4,https://www.trustpilot.com/users/5fb15f37c3665e001aaead45,KD,Kelechi D.,GB,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/63820e02252cba2c02e46956,Sitting choice disallowed,"preferred to sit in the front passenger seat due to issues with my knees & leg room. when i reached out to open front passenger door, the driver directed me to the back passenger seat. if the front door is broken, this ought to be repaired unless the driver has other reasons unknown to me. i was given no explanation for his decision. no passenger should be told where to sit in a cab they've paid for. i couldn't complain because i already had a long day at work & just wanted to get home & didn't want to get into any argument about refunds.

apart from this issue, the driver was generally respectful & pleasant.",2022-11-23,4,Uber,
1,https://www.trustpilot.com/users/6381fbb8caf59a00121065d9,TM,Tiyani Maluleke,ZA,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/6381fbb9b84cc27618f7880b,Both the drivers were kind,"both the drivers were kind, made me feel safe and were good drivers who obeyed the rules of the road.",2022-11-24,5,Uber,
1,https://www.trustpilot.com/users/6381e15c783c800012b20731,PG,Peter Gohl,AU,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/6381e15d252cba2c02e43eeb,I had two trips today and both drivers…,"i had two trips today and both drivers were most polite, helpful and pleasant to share my trips with.",2022-11-23,5,Uber,
2,https://www.trustpilot.com/users/5c9f9ba954d7e47a8efe5a60,MI,Mr Ilic,GB,"Nov 26, 2022",True,https://www.trustpilot.com/reviews/6381bc3b252cba2c02e4224f,The service is either incredible or terrible,the service is either incredible with true drivers being on time the cars in a lovely clean state and the fares being reliable and honest or you wait over an hour to be connect to a driver for no one to turn up when you need them and twice i closed the app but forgot to cancel the journey and the taxi turned up 1.30 minutes after frist trying to book then to receive a fine for the drive arriving and me not being there as it was it an hour ago and i had walked instead i just don’t bother with uber now for this reason.,2022-11-23,1,Uber,
4,https://www.trustpilot.com/users/5fc28b87246e5d001af8a1ce,RJ,Randall J,US,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/63817850252cba2c02e4117f,Driver was there in no time,"driver was there in no time, and got me to the airport safely and on time.",2022-11-24,5,Uber,
39,https://www.trustpilot.com/users/5dc07e5ce8f0e0c41bc77669,FG,F G,CA,"Updated Nov 26, 2022",False,https://www.trustpilot.com/reviews/6381690c252cba2c02e40e11,AVOID AND AVOID!,"ordered food through them, when arrived i asked the driver to open the bags and of course it was short!

called them and 3 reps confirmed the story with driver but no refund or any solution to this!

why i order in canada but have to deal with slow minded people overseas??????",2022-11-22,1,Uber,
5,https://www.trustpilot.com/users/54d378720000ff0001a8f6ce,GA,Gary,US,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/63815c69b84cc27618f73ae7,Two trips that day,"two trips that day, to and from a restaurant. both drivers knew the way and were very pleasant",2022-11-22,5,Uber,
10,https://www.trustpilot.com/users/551d63910000ff0001b5bd17,GE,Gerald,GB,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/63813eb4b84cc27618f72e53,Good experience,good driver. friendly too!,2022-11-24,5,Uber,
1,https://www.trustpilot.com/users/6380fb1c6992a60012cab149,KD,Keagan Dewee,ZA,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/6380fb1d252cba2c02e3beda,Love it,great drivers,2022-11-24,5,Uber,
3,https://www.trustpilot.com/users/62bdce257ea3fc0012a30a05,RP,Rebecca Pocock,GB,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/6380f7d2b84cc27618f6eb6b,My Uber driver was amazing,"my uber driver was amazing. such a lovely chap, turned up quickly, drove beautifully & was really good to chat to. very happy.",2022-11-23,5,Uber,
4,https://www.trustpilot.com/users/5f1f7e3a95dc1d575bb667ef,,SAM ABELS,US,"Nov 25, 2022",False,https://www.trustpilot.com/reviews/6380f57ab84cc27618f6e878,I drove for Uber being a Driver for 3…,"i drove for uber being a driver for 3 years without any issues, now uber support wants to stereotype and judge me how i look, the customer service representatives are making all kinds of excuses, why i can’t drive for them anymore, they try to find things and make up excuses why you can’t drive for them after a while working with them, it’s just plain disrespectful and discrimination how they are treating me as a former driver, there customer service representatives are the worst, uber needs to rehire reliable workers for them and hire people, that don’t judge you how you look!!!",2022-11-24,1,Uber,
7,https://www.trustpilot.com/users/619d30887b00ab00123b28b8,MS,MR. STEPHEN FITZGERALD,GB,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/6380edd3252cba2c02e3ae92,New to Uber !,booked an uber in san francisco great friendly driver . arrived in vegas and booked from the airport arrived in minutes and excellent drop off at caesar’s.just booked the return to airport for tomorrow.,2022-11-20,5,Uber,
2,https://www.trustpilot.com/users/61ce9e55d4f88000120d394b,MN,Michele Noel,CR,"Nov 25, 2022",False,https://www.trustpilot.com/reviews/6380d526252cba2c02e39023,We booked an Uber from our rural farm…,we booked an uber from our rural farm to the ottawa airport for a 3 a.m. pickup for 6 a.m. flight. at 2.55 a.m. we were notified the driver was 5 minutes away. at 3:05 a.m. we received notice that no drivers were available. a zero rating for uber. thanks for turning the beginning of our trip into chaos in the middle of the night!,2022-11-22,1,Uber,
1,https://www.trustpilot.com/users/6380a180caf59a00120fca99,MC,Mitsuko Clysdale,CA,"Nov 25, 2022",True,https://www.trustpilot.com/reviews/6380a181252cba2c02e3532c,Quick and friendly service.,immediate response and friendly driver.,2022-11-20,5,Uber,
2,https://www.trustpilot.com/users/636f5a707146d50012a2e464,DW,Darren West,GB,"Nov 25, 2022",False,https://www.trustpilot.com/reviews/63806cc4252cba2c02e31f05,This is dying !! Take note UBER,"this is dying, cancelled pickups, scheduled pick ups 6xtimes standard costs. really £45 for a 2 mile journey. no one who cares will see this i am sure and by the time they do it will be too late.

drivers have had enough and are going to bolt and others but worse than that is the customer experience which is getting so bad that i question whether the structure of uber as a business is failing.

lets hope they fix it. it was great but i guess when you were subsidising every journey with investor cash it would be. now the hard work begins i guess for uber !

for me its used less and less and the scheduling option which was an extra £2 for a journey is now an extra £30. really ! you are better off not offering it. its insulting and that drives me away ! literally !",2022-11-24,1,Uber,
1,https://www.trustpilot.com/users/637ff3cf06d9ed001270a122,DB,darrin brown,US,"Nov 24, 2022",True,https://www.trustpilot.com/reviews/637ff3d0252cba2c02e2fbf9,The quick response,the quick response. the driver was pleasant. on time,2022-11-23,5,Uber,
1,https://www.trustpilot.com/users/637f0f2c01c076001151cd1c,PB,Peter Burgess,AU,"Nov 24, 2022",True,https://www.trustpilot.com/reviews/637f0f2d252cba2c02e20740,driver turned up on time,"driver turned up on time , clean car and very friendly",2022-11-16,5,Uber,
1,https://www.trustpilot.com/users/637e519eaabfef0012ee9696,PL,Paola Lopez,US,"Nov 23, 2022",False,https://www.trustpilot.com/reviews/637e51aa252cba2c02e193e1,Worthless drivers…,"it took 4 uber drivers to get to me...one of them took over 15 mins and he didn't respond to my message. i had to ""pay"" a cancelation fee because he lacked communication and didn't pick me up. i had to use this service out of desperation. horrible experience. moshood from irving texas rhd0637 is the worst driver. do not recommend using this service. you also have no way of contacting uber directly. worthless.",2022-11-10,1,Uber,
2,https://www.trustpilot.com/users/5a8d2f55f675864e56051a45,GS,Greg Symonds,AU,"Nov 23, 2022",True,https://www.trustpilot.com/reviews/637dff7ab84cc27618f45a0a,Fantastic experience using Uber,"fantastic experience using uber, all drivers interact and their cars are spotless",2022-11-22,5,Uber,
2,https://www.trustpilot.com/users/60623e7ccf525e00197b530b,RS,Richard Sise,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637d8168b84cc27618f40a4a,Atlanta Uber rides,easy app to use and drivers were early and on time.,2022-11-20,5,Uber,
1,https://www.trustpilot.com/users/637d7f0312462500119c9eec,CR,Clyde Rainey,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637d7f04b84cc27618f409bd,The driver never picked us up,"the driver never picked us up, i am requesting a full refund.",2022-11-18,1,Uber,
1,https://www.trustpilot.com/users/637d578f19295600130c4906,CM,Christopher Mora,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637d5791b84cc27618f3fdc3,Very professional driver,driver was on time,2022-11-18,5,Uber,
2,https://www.trustpilot.com/users/623404b3da0b2500127d4827,FG,Francis Godschalk,US,"Nov 22, 2022",False,https://www.trustpilot.com/reviews/637d4953252cba2c02e0c638,Never again!,"i ordered an uber on the 15th to take me to the  airport. driver arrives. i hop in. driver says i have to finish off a previous ride. ??? (what?) i was suprised at this bc i've only used uber twice before. i said, no, just take me to the airport. i'm running late. he insisted to finish off the previous ride. i said no. he said, get the ""f"" outta my car ""b"" i said no ""f'n"" problem. i'm not expecting to get charged for this. i told him to cancel this ride. i called lyft. such a difference. never again will i use uber. hoping someone from uber contacts me about the refund. francis godschalk",2022-11-14,1,Uber,
1,https://www.trustpilot.com/users/637d2bc2c1277f00139e40a6,AH,Amy Holaday,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637d2bc3252cba2c02e0abfc,SO easy!,"so easy!!  timely, safe drivers!",2022-11-18,5,Uber,
3,https://www.trustpilot.com/users/631e17811785c200147712c4,HA,Hachecea,GB,"Nov 22, 2022",False,https://www.trustpilot.com/reviews/637d08b4252cba2c02e080dd,Huge decline in service,"i used to book uber for any rides required but not anymore. i was left with no ride when driver refused to pick me up at the pick up point few weeks ago. it took me 8 min to find him parked. as i approached the car, he cancelled the trip and charged me a fee. i missed my train and had to pay for another ticket. i tried to attend few medical appointments and tried to book a ride. last time was yesterday.  i missed the appointment as driver cancelled when he was 2 min away. 2 more rides were cancelled after that. definitely uber has become an unreliable service where drivers seem to pick and choose the rides. huge decline in the service.",2022-11-20,1,Uber,
1,https://www.trustpilot.com/users/637d01767c16f6001549d996,CM,Carolynne Mitchell,GB,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637d0178b84cc27618f3a5d4,As always,"as always, good and reliable service, polite and friendly driver",2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637ce409425be300124785bf,ER,Eric,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637ce40ab84cc27618f37e5b,Great service,"the driver was on time, courteous and knew where she was going.  the car was clean and safe.",2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637cc89c7c16f6001549abc7,ES,Eileen St.,US,"Nov 22, 2022",True,https://www.trustpilot.com/reviews/637cc89db84cc27618f35cc2,Stellar Cinci Uber driver: The vehicle was spotless,the vehicle was spotless. the driver was early and very kind and friendly.,2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637c31fe12462500119bd78e,,Maziyar Rezaei,AU,"Nov 21, 2022",False,https://www.trustpilot.com/reviews/637c320b252cba2c02dfc1b7,Don’t want to uber anymore,"don’t want to uber anymore, with awful costumer service and rude drivers. waiting long time for a xl car as driver saw me standing with a board he was leaving and not even standing, the second one shown me more than 15 minutes that will arrive in next 4 minutes and after 20 minutes driver cancelled",2022-11-21,1,Uber,
1,https://www.trustpilot.com/users/637c316bd2799700126f74a4,LD,Ludovic Duran,CA,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637c316cb84cc27618f2f07a,Convenient and reliable,app is easy to use and drivers are usually friendly and helpful.,2022-11-17,5,Uber,
1,https://www.trustpilot.com/users/637c2d39d2799700126f735f,PV,Paul Villa,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637c2d3b252cba2c02dfc0a8,The driver showed up on time and was…very courteous,the driver showed up on time and was very courteous.  drove safe to our destination.,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/609a927a0f62d4001af2c721,AS,AS,CH,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637c191eb84cc27618f2ea5f,Time announced by Uber should be correct!!! And this has nothing to do with traffic problems!,"if i order an uber i would like to get the real time until the car is coming. i waited twice half an hour. the time was announced as 10 minutes, then got more an more, then the first driver driving around fore and back cancelled after 1/2 hour, the second one seemed to have got two clients in between also after a waiting time of 10 minutes was announced. like that you cannot rely on uber to get somewhere. third drive on this day was perfect.",2022-11-19,3,Uber,
1,https://www.trustpilot.com/users/637c158565412a0012e702af,MH,Michelle Hammack,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637c1587252cba2c02dfba8f,My driver was awesome on night of…,my driver was awesome on night of 11-20-22 he was friendly and funny,2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637c098612462500119bc760,EE,Eduardo Echeandia,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637c0988252cba2c02dfb67c,Excellent ride,"excellent drivers trying to be helpful and friendly, only use uber for the last couple days and the experience has been very satisfied , thank you",2022-11-20,5,Uber,
3,https://www.trustpilot.com/users/5b717ea04de5666d34cf6f9a,DS,Diane Smikle,GB,"Updated Nov 21, 2022",False,https://www.trustpilot.com/reviews/637bdd25252cba2c02df974a,I booked an Uber at the supermarket &…,"i booked an uber at the supermarket & it showed  that it was eight minutes away… i actually noticed that when the uber turned up, it kept on going, the driver didn’t even glance over towards the supermarket, much less stopped. when i contacted uber support, i could barely understand the speaker because her english was terrible & basically she was of no help. i’m now trying to get my money back because i was charged for the journey through paypal- thank goodness i’m with them. uber, you’ve just lost a customer- i wonder if bolt is any better…",2022-11-20,1,Uber,
2,https://www.trustpilot.com/users/615a06b94f5cd500121fda8a,PT,P. Thompson,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637bd3fbb84cc27618f2bc5a,The app was easy to use at every point…,"the app was easy to use at every point in the process. the drivers were prompt, professional, good conversationalists, and good drivers.",2022-11-16,5,Uber,
1,https://www.trustpilot.com/users/637bb85dd3bed50014eb5cb9,EW,Elaine Wood,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637bb85f252cba2c02df6c66,Trust and Safety,"great drivers, timeliness. going to the dentist is easier being dropped. no need to park or worry!",2022-11-16,5,Uber,
1,https://www.trustpilot.com/users/637bb6418e71c80013b32baa,DC,Doug Cohen,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637bb642b84cc27618f2981e,Friendly and Professional,"friendly and professional, courteous drivers; very smooth process to order the ride and make it to my destinations. thank you...",2022-11-17,5,Uber,
1,https://www.trustpilot.com/users/637bace14602fc0013ff73d7,LB,Linda Boyd,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637bace3252cba2c02df5c76,The driver arrived before we expected,"the driver arrived before we expected, helped us load our groceries , offered hand sanitizer,cell charger and mints.",2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637ba8d903948900132658a3,WI,Wisconsinite,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637ba8da252cba2c02df5732,Vegas vacation,great drivers.  website drives me crazy.  says it doesn't work then charges me.  so many charges on my credit card 4 2 trios.,2022-11-17,4,Uber,
1,https://www.trustpilot.com/users/637ba74a4602fc0013ff6f3d,DT,Darren Taylor,CA,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637ba74b252cba2c02df5526,Not always the vehicle shown,"i have used uber before and had good experiences. the service is quick and i like that the time and distance the driver is from you is displayed. this was the first time that the vehicle that was shown was incorrect and definitely not an uber comfort model. the vehicle was supposed to be a volvo xc90 model and when it showed up it was an old, rusty, damaged bmw and dirty inside.",2022-11-17,4,Uber,
2,https://www.trustpilot.com/users/5a2bfc950000ff000aeea92c,TM,Tommy Maher,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b9b0b252cba2c02df44bb,Great Service,"pickup was very quick and driver, manny, was excellent! i know it's only a ride, but everything went exceptionally well. thank you.",2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637b9430039489001326480d,MJ,Michael Josef,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b9432b84cc27618f26a8e,"I am happy with all the services,","i am happy with all the services,
although there are some comments on few drivers, that are playing music very loud and not very convenient for passengers, and some have the heat very high that make the passengers uncomfortable",2022-11-17,4,Uber,
1,https://www.trustpilot.com/users/637b917e12462500119b78f5,PL,Patrice Larimer,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b917fb84cc27618f26724,Driver arrived early,driver arrived early. friendly and clean and did not overly perfume car or self,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637b6eed4602fc0013ff3d06,CC,Celita Calais,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b6eeeb84cc27618f23dfd,I felt safe with this trip,"i felt safe with this trip. the driver was very cautious and careful. my eta was almost down to the minute. i have to admit i had a bad experience that almost allowed me to discontinue these services but, after my last two great experiences with these trips i’ve decided to reconsider.",2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637b647072aed800128a4ec0,DR,Dallys Ramirez,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b6471b84cc27618f230a1,Bitter/Sweet,"i had a seriously bad experience with 1st driver alex, i requested a ride @7:15. this driver show up an hour and half late, when he arrived he pass my home i wave at him, apparently he did not see me and left and cancel my trip, i text him and call him never responded, he should not be doing uber, horrible experience, on the other hand i requested another ride,!this time eduardo was at my door within the time specified, i text him before he responded immediately , i wish you have more people like him, very responsible pleasant and caring, he takes his job seriously, i change my negative thoughts about uber because of his positive input, i was very upset with the first driver alex who is very irresponsible!!!!",2022-11-16,5,Uber,
2,https://www.trustpilot.com/users/6300676b71409f001428a5fd,CK,customerjamie kelley,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b3c0a252cba2c02ded256,Scary ride,"literally the past 6 out of 10 rides have been very bad. we've had several rude drivers that act like it's an inconvenience to open their trunk so we can put groceries or bags, backpacks etc. then we've had a couple of drivers lately that their driving scared us. we were going to 1931 harvard ave a couple of nights ago and the driver after scari g us all the way to our destination turns on the block where we're going and runs the stop sign and we almost get t-boned. it's just been mostly bad experiences lately. not happy at all with the service we have had. just being honest. the night of the stop sign incident was friday the 18th on our way from 217 nw leanne lane to 1931 harvard ave we turned on to harvard ave. and there is one stop sign between where we turned on to harvard and our destination and this driver, ( arabic ) or from india he didn't speak very good english because when we told him that he just ran the stop sign it didn't seem like he understood what we were saying. i just wanted out of the car at that point. horrible and scary experience.",2022-11-17,1,Uber,
1,https://www.trustpilot.com/users/637b2f3940a5950013e3f5d4,DA,Daniel,ZA,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637b2f3a252cba2c02dec7a0,Pretoria Station issues (Gautrain),very efficient service but fails in that our driver could not pick us up from pretoria station (gautrain from airport) this was due to security worries of opposition taxi drivers threats to uber drivers. uber needs to approach the pretoria municipality to provide a safe pickup space and avoid us walking three blocks through a very dodgy section of town.,2022-11-17,4,Uber,
1,https://www.trustpilot.com/users/637afd6940a5950013e3e58f,MM,maria miranda,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637afd6a252cba2c02deb554,Very quickly,"very quickly, exact pick up spot, clear instructions and safe. very nice driver. and great price.",2022-11-17,5,Uber,
2,https://www.trustpilot.com/users/5ab8df434de5666d34115963,TG,Trekker Group - Claudio Chavez,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637af8f9b84cc27618f1e318,Driver was courteous and got us to our…,driver was courteous and got us to our destination on time.,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637af74e039489001325dc4e,CS,Candis Smith,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637af750252cba2c02deb466,Felt very comfortable and welcome by…,felt very comfortable and welcome by driver. very friendly!,2022-11-18,5,Uber,
4,https://www.trustpilot.com/users/57bafdb40000ff000a3d0c24,MO,Martha Overton,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637af6fd252cba2c02deb459,Friendly drivers which are courteous,friendly drivers which are courteous.  i never have to wait long for an uber at the airport or hotel when i travel.  i trust uber drivers more than taxi's.  i have never had a bad experience with using uber.,2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637af2d71010260012b8f272,TP,Tim Pena,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637af2d8252cba2c02deb3b0,Had car trouble and my drivers (two way…,had car trouble and my drivers (two way trip) were awesome. great people who helped me out in a jam,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637aeb551010260012b8f0d2,NE,Natalie Edlin,US,"Nov 21, 2022",True,https://www.trustpilot.com/reviews/637aeb56252cba2c02deb277,Driver was nice,"driver was nice, car was clean, and i felt safe.",2022-11-18,5,Uber,
4,https://www.trustpilot.com/users/5b294e804de5666d349b6594,PH,Philip,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637add27b84cc27618f1de44,The driver was as good as he could have…,"the driver was as good as he could have been.
my sole problem is with uber’s location processes.
when a user asks for a pick up or drop off, the gps seems to send the driver to an approximate location only.
on one occasion when the driver was dropping us off to our location, his gps directed him to the back of the building service/delivery entrance rather than front entrance.
on another occasion when i asked for a pick up at the same location, his gps directed him to side of the building and i had to wander around to find him.",2022-11-17,3,Uber,
1,https://www.trustpilot.com/users/637adc49039489001325d5f1,SP,Stephanie Penrose,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637adc4b252cba2c02deafb3,Concert rides to Chase Field fantastic,"to uber twice, both to and from a concert. drivers were responsive, in time, and made sure to check my pin number. great experiences both ways!",2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637ac932039489001325d076,KP,Kelly Peterson,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637ac934252cba2c02deabf9,The drivers were extremely prompt and…,the drivers were extremely prompt and friendly.,2022-11-10,5,Uber,
1,https://www.trustpilot.com/users/637ac7c91010260012b8e78c,ED,Edyta Dlugosz,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637ac7ca252cba2c02deab9d,The driver was so nice and polite,the driver was so nice and polite! definitely i will recommend him! thank you,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637ac43f039489001325cebe,DK,David K.,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637ac441b84cc27618f1d930,appreciative,"the two different rides i had in one day were good.  the uber process is relatable and staying aware of drivers arrival was spot on both w ivan and juan   nothing to exciting. or chaotic.   simple cars.  one a bit cleaner then other.  i would suggest, respectively making them cleanerand less cologne    i do appreciate the convenience!",2022-11-17,4,Uber,
1,https://www.trustpilot.com/users/637aba70039489001325cb00,TM,Thomas Mondello,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aba71b84cc27618f1d680,Great ride,great ride! driver was pleasant and professional at the same time!,2022-11-17,5,Uber,
4,https://www.trustpilot.com/users/618d27fc170dcb001289172c,DA,Daryl,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aba54b84cc27618f1d674,Safe and secure!!,driver was timely arriving.,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637ab31669c66a0012fbb1e5,TH,Tim Hulkovich,MX,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637ab317b84cc27618f1d426,The drivers have been good,"the drivers have been good, but i find the app not user friendly.",2022-11-19,4,Uber,
1,https://www.trustpilot.com/users/637aad731010260012b8dc8c,AP,Ann Pint,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aad74252cba2c02dea394,Friendly driver,friendly driver.  good neutral music.  personalized climate controls. competent and calm master driver.,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637aaa8e69c66a0012fbad72,JA,Jamie,AU,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aaa8f252cba2c02dea267,Had to listen to drivers choice of…,had to listen to drivers choice of music. felt uncomfortable to ask to change.,2022-11-17,4,Uber,
1,https://www.trustpilot.com/users/637aa84569c66a0012fbac3c,LP,Lynn Pung,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aa846252cba2c02dea16d,Super easy App and great driver with a…,super easy app and great driver with a wonderful personality.,2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637aa751039489001325c171,MP,Michael Powell,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aa753b84cc27618f1cf5c,On time,"on time! courteous driver, clean car. overall very good 1st experience.",2022-11-14,5,Uber,
2,https://www.trustpilot.com/users/584073440000ff000a5d0fca,GC,Geraldine Callaghan,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aa2c1252cba2c02de9eb5,Prompt Service,"driver arrived early and i was notified in advance of this and told he would wait.
driver was pleasant and put my luggage in the trunk.
nice clean car, no trash or unpleasant smell
i give it 5+ *****",2022-11-19,5,Uber,
1,https://www.trustpilot.com/users/637aa12040a5950013e3c629,CS,Corine Spicer,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637aa122b84cc27618f1cc5e,Everything went wrong,everything went wrong. cancelled trips when i see uber chasing them down etc. got left once by an uber. drivers are never on time,2022-11-06,1,Uber,
1,https://www.trustpilot.com/users/637a989ce82af90013e9b153,KH,Kevin Howie,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a989d252cba2c02de98e2,The driver was nice,"the driver was nice, patient and he knew what he was doing!",2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637a75451010260012b8be12,AN,anonymous,NZ,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a7546b84cc27618f1ac4f,good communication,"traffic at 5:30pm friday, communicate with the driver to meet at a easier pick up location. save some time on waiting. good service.",2022-11-17,5,Uber,
2,https://www.trustpilot.com/users/6282c5aca85f290012772b57,IR,Iris,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a749fb84cc27618f1abc9,"Reserve, Relax, and Ride.","we planned a 10-day trip away from home, so instead of parking our car in the airport garage and incur the daily fees, we reserved an uber several days in advance for peace of mind. we received a notification 45 mins prior to the time selected that our driver was on his way. we arrived to the airport with ample time and less stress. reserving an uber is definitely worth it.",2022-11-17,5,Uber,
1,https://www.trustpilot.com/users/637a6199e82af90013e9930a,KS,Kristy swindell,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a619ab84cc27618f19a29,The ride was on time,the ride was on time. car was clean and nice. driver was friendly.,2022-11-11,5,Uber,
2,https://www.trustpilot.com/users/58eef8300000ff000a8caef8,-P,-Paul ,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a575ab84cc27618f1917a,My ride to LAX from my hotel was…,"my ride to lax from my hotel was smooth.
my uber arrived within a few minutes my driver was attentive and friendly.",2022-11-18,5,Uber,
1,https://www.trustpilot.com/users/637a3946e82af90013e9794a,CT,Carol Timmers,CA,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a3947b84cc27618f179f2,Unlike most of the drivers he was one…,unlike most of the drivers he was one who asked me how my day was going etc. etc. could you please change my name   it is carol and not care,2022-11-16,5,Uber,
1,https://www.trustpilot.com/users/637a36a30394890013257fec,IS,Ira Simson,US,"Nov 20, 2022",True,https://www.trustpilot.com/reviews/637a36a5b84cc27618f1781f,My driver came very quickly and did a…,my driver came very quickly and did a great job getting me to my destinations in a timely fashion. very friendly as well.,2022-11-14,5,Uber,
1,https://www.trustpilot.com/users/637a2ef340a5950013e383b8,,Raja Sekhar S,IN,"Nov 20, 2022",False,https://www.trustpilot.com/reviews/637a2f02b84cc27618f1727b,Non-Ride charges to Customers,"now a days uber not able to earn by bookings as most of the bookings, drivers won't revert back, so they started charging customers by cancellation charges and the most funniest thing is drivers cancel & customers are charged for that....

uber won't show how many times it cancels the rides but always tries to blame customers for not travelling in its cab whose where abouts are not known ...

end of the day, uber lost it's trust...",2022-11-15,1,Uber,
